Avg_Area_Income,Avg_Area_House_Age,Avg_Area_Number_of_Rooms,Avg_Area_Number_of_Bedrooms,Area_Population,Address,Neighbourhood,Price
76545,5,7,5,50480,"4277 Katherine Tunnel Suite 986
Hallview, LA 24505",Super_Rich,1578141
68720,5,7,5,45764,"4015 Roberts Hill
North Calvinfort, SD 87025",Rich,1380353
59640,4,5,2,49671,"039 Murphy Forge Suite 095
Shawnshire, CA 86274-6212",Middle_Class,745996
64332,5,7,4,36649,"7756 Abbott Branch Apt. 838
North Javierbury, PR 22745",Rich,1232466
82846,6,8,3,42652,"204 Hughes Greens Suite 248
Debratown, KY 86977",Super_Rich,1899136
65901,6,7,5,20428,"003 Fernando Gateway Suite 145
East Danielshire, GA 76041",Rich,1084063
73195,6,6,2,39905,"082 Garcia Mall Suite 583
New Michaelbury, CT 45358-0311",Rich,1377939
68816,5,7,5,18444,"399 Blanchard Garden Suite 383
Reedhaven, WV 25590",Middle_Class,937325
76153,5,7,6,32925,"083 Kevin Club Apt. 545
Stanleyborough, NV 33155",Rich,1220133
68006,5,7,4,43749,"432 Christopher Walk Suite 430
Haneymouth, GA 34728",Rich,1252416
59442,6,6,2,21242,"41646 Ramirez Centers Suite 179
Mannfort, MN 94058-7958",Middle_Class,839453
64794,6,7,5,43961,"2335 Mitchell Skyway Suite 629
New Larry, IN 59257-1374",Rich,1337472
81442,5,8,4,34050,"94490 Carol Ville
New Charles, CO 09471",Super_Rich,1479295
85743,6,7,5,38563,"374 Priscilla Pines
Markfurt, CO 16318",Super_Rich,1975538
56825,5,7,4,47607,"535 Brandy Trafficway
East Matthew, LA 44989",Rich,1146637
77286,8,6,2,32405,"PSC 9412, Box 7032
APO AA 39325",Super_Rich,1829101
64400,5,8,3,26605,"745 Moore Skyway Apt. 472
New Paigemouth, GU 34410",Rich,1110931
65903,6,7,3,45208,"20278 Dominguez Mountain Apt. 630
Kaiserberg, NE 94685-3115",Rich,1393897
53178,5,7,5,28706,"711 Davis Junctions
Port Jason, CO 39385",Middle_Class,577168
62106,7,8,6,34671,"3660 Jennifer Port Apt. 744
Russellside, CO 87440",Rich,1454834
60861,5,5,3,53548,"06621 Benjamin Center Suite 596
Carlchester, IL 25434",Rich,1321743
74372,6,7,4,52209,"84067 Carter Summit
New Jacob, RI 10579-0048",Rich,1449829
74729,5,8,5,20696,"086 Ellis Ford Suite 326
Christophermouth, GU 30825-6006",Rich,1281537
67669,5,6,3,31751,"12636 Melissa Orchard
Lake Sarah, MO 34808",Rich,1111284
70021,5,7,4,26767,"8414 Kent Falls Suite 147
South Mckenzieport, AR 72905",Rich,1136347
45557,5,8,4,35042,"9070 Tyler Centers Apt. 805
Kariview, NC 86284",Middle_Class,615055
66592,7,5,2,37634,"9346 Ewing Square
East Caitlinfort, WY 73455-8256",Rich,1362239
74176,6,7,4,37195,"3421 Wendy Wells
West Cristian, WV 17734-9176",Rich,1418977
68444,5,6,2,32850,"44917 Karen Streets
North James, WV 03755",Middle_Class,985339
66585,4,7,5,36337,"8039 Carr Mount Apt. 450
West Samanthatown, NC 48803",Rich,1048647
71393,4,7,6,42077,"288 Mann Villages Suite 064
Lake Denisestad, NE 32429",Rich,1028683
57688,6,6,3,19900,"75622 Tiffany Manor Suite 629
Lake Christopherton, TN 78360-0701",Middle_Class,684257
83623,5,9,5,42329,"511 Doyle Squares
Lake Gabrielle, FM 88159-8268",Super_Rich,1845325
78511,5,6,4,38180,"0857 Amanda Island Suite 827
South Nathan, NJ 78071",Rich,1287784
54927,5,7,6,46469,"83046 Hill Spur Suite 365
Zunigaside, WI 66905",Rich,1120419
61098,6,6,2,27467,"40122 Morris Neck
Sheliaburgh, DE 82340",Rich,1023205
75171,6,8,6,40621,"85731 Fowler Shores Apt. 056
Garciaview, TN 97935",Super_Rich,1874415
53330,5,5,2,32317,"64219 Alicia Throughway
East Wendy, OH 50612",Middle_Class,670356
55178,6,7,4,31270,"7591 Lisa Court Apt. 074
East Alyssashire, WI 11824-5756",Rich,1004070
72083,4,5,2,36471,"439 Bishop Path
Lake Richardtown, NH 13156-6062",Middle_Class,885379
57847,5,8,4,40208,"5048 Marquez Meadows Suite 774
Jessicamouth, VA 80789",Rich,1111360
82732,5,8,6,30486,"88439 Ryan Bridge Suite 855
Thompsonchester, FL 58924",Super_Rich,1557276
58308,7,6,3,37999,"3291 Mack Walks Apt. 862
Paynestad, MN 29079",Rich,1364832
73030,7,6,2,28426,"49404 Rose Terrace Suite 234
Port Matthewton, UT 51769",Super_Rich,1510659
83307,6,6,4,37963,"38922 Clark Spring Apt. 000
West Cindy, KS 91072",Super_Rich,1584317
48091,3,5,3,42693,"USS Krueger
FPO AP 15908",Middle_Class,383020
64336,6,5,4,43218,"844 Jennifer Trace
Waltersland, VT 07440-3816",Rich,1028760
63672,7,7,4,31778,"69443 Williams Greens Suite 909
West Monicaville, AS 39266",Rich,1437458
63371,5,7,4,29646,"993 Ortega Club
Turnerside, GA 17219",Rich,1025701
55795,6,6,2,26448,"8837 Daniel Wells Suite 168
Heatherton, ME 49081-0303",Middle_Class,903665
61983,5,6,4,49837,"749 Jessica View
East Kylefort, AS 15086",Rich,1151189
69430,6,5,4,42969,"Unit 5848 Box 0150
DPO AE 27558",Rich,1205706
73932,5,7,3,34197,"2559 Dylan Stream
South Andrewview, FM 80429",Rich,1324377
48283,5,7,3,15781,"670 Miller Ports
New Sara, CO 77848",Middle_Class,668183
66925,5,8,3,42590,"18422 Freeman Islands
North Samanthachester, ID 82969-9650",Rich,1222412
58806,5,7,4,32721,"70380 Albert Glens
Morganchester, KS 12943-9753",Rich,1040762
70839,6,7,4,43347,"63180 Carlos Throughway Suite 149
Mcconnellstad, AL 83502-6895",Super_Rich,1643086
57136,5,6,3,26915,"33328 Christopher Wall
Daytown, AZ 93829",Middle_Class,886536
45862,5,5,2,40339,"USNS Wallace
FPO AP 94167-1961",Middle_Class,576356
70268,5,4,3,39143,"36248 Smith Avenue
South Rebecca, AZ 14861",Rich,1012545
74030,4,5,2,46784,"445 Johnson Rue
North Andrew, RI 94297",Rich,1194594
72324,7,5,2,46351,"33535 Alvarado Junctions Apt. 327
Leville, ME 36143-8095",Super_Rich,1692308
70489,5,7,5,48796,"8489 Johnson Throughway
West Brianna, NV 24375",Super_Rich,1541746
45530,5,7,3,31000,"241 David Radial
Arielmouth, WI 24753",Middle_Class,426906
50768,5,8,6,32501,"94169 Rachel Ranch
East Catherineport, SD 70475-4606",Middle_Class,842777
55593,7,7,5,42067,"95191 Holmes Lights Apt. 546
Stuartberg, SD 11501",Super_Rich,1574526
89030,6,6,3,61402,"498 Campbell Spur
Timothyton, WY 94818",Super_Rich,2033546
77984,6,5,4,41723,"315 Valerie Summit
Scottchester, HI 13703",Super_Rich,1488535
69084,6,5,3,39229,"58244 Gregory Stravenue Suite 061
Markberg, OR 63045",Rich,1191564
60865,5,5,2,50842,"9027 Amanda Skyway Suite 280
Tylerhaven, WA 61983",Middle_Class,927677
78255,6,7,4,25101,"7835 Lee Park
North Hollyland, PR 82345",Super_Rich,1489667
66347,4,5,2,44644,"764 Christina Groves
Lake John, ME 30645",Middle_Class,930493
67839,7,7,5,61073,"9259 Osborne Mountain
Hughesmouth, MP 25441",Super_Rich,1789999
58694,7,9,4,49960,"Unit 7385 Box 9302
DPO AP 21450",Super_Rich,1708631
69876,6,7,6,27379,"67623 King Street Suite 141
Solisbury, MT 04837",Rich,1446597
67079,5,6,2,33434,"0709 Willis Motorway
Heatherfort, FM 22804",Rich,1204214
71920,5,6,4,29505,"84171 Johns Wells Apt. 868
Sarahberg, DC 35407",Rich,1088834
72490,5,5,4,17981,"824 Kari Gateway
East Shelly, MT 69900",Middle_Class,699222
65354,5,6,3,33946,"41950 Navarro Light
East Amanda, ME 66433-0001",Rich,1205114
76493,6,8,3,41848,"8123 Brad Ridge Suite 510
East Daniel, MS 75510-8888",Super_Rich,1761960
50502,7,6,3,37593,"3025 Steven Underpass
Foleymouth, NM 73471",Rich,1286477
57942,5,6,3,33388,"965 Murphy Pine Apt. 929
South Joditon, ND 44858",Middle_Class,816058
60935,5,6,3,26703,"Unit 2286 Box 6344
DPO AP 49001-4308",Middle_Class,874755
43192,7,6,3,34134,"792 Cameron Vista Apt. 831
Villarrealmouth, MN 48095-1533",Rich,1054606
66631,6,6,4,61361,"69002 Ford Route Apt. 555
Marcberg, VI 90052",Super_Rich,1714266
68696,6,7,4,41856,"3011 Gray Bypass
Hodgesstad, AS 71104",Super_Rich,1601527
51026,4,7,4,23853,"1289 Amanda Extensions
South Ericshire, GU 99528-9481",Middle_Class,426100
88054,5,6,3,22289,"558 Jackson Overpass Apt. 511
South Brittanyshire, GU 55774",Rich,1454699
50362,5,4,2,23611,"56573 Matthew Extension Apt. 145
Suzannemouth, GU 54881",Middle_Class,314167
66320,6,6,2,16803,"158 Martin Roads
Michellemouth, LA 58398-0605",Middle_Class,933609
76926,5,5,3,45836,"728 William Drive
Ortizville, TN 98109",Rich,1353635
74905,5,7,5,41190,"15465 Davis Forks Apt. 153
Wardton, NY 26628-8352",Super_Rich,1587357
76149,7,6,3,31566,"043 Ryan Junctions Suite 853
North Joanna, IA 67146-0005",Rich,1457672
65643,6,7,6,48882,"79881 Myers Fords
North Larry, WI 13795",Rich,1265927
74910,5,7,6,39407,"814 Glover Plains
Port Andrea, IN 33085-0999",Super_Rich,1562573
50241,7,7,4,53804,"05493 Palmer Terrace
Kimberlyton, TN 20895",Rich,1376146
55159,5,6,3,27911,"05581 Williams Mews Suite 810
West Ashley, UT 88476-6322",Middle_Class,764799
64298,7,7,3,35999,"9971 Jay Junctions
East Davidmouth, VI 16466-3291",Rich,1206986
56348,6,4,2,23476,"1629 James Pines
Port John, LA 49420",Middle_Class,649223
97669,6,6,4,43203,"0646 Martin Pass
Kimberlyberg, GU 73453",Super_Rich,2102244
69970,6,7,4,33649,"24925 Whitney Point Suite 416
Melissamouth, VT 50514",Rich,1429951
63402,5,6,2,32620,"04560 Chad Plains
Clarkshire, ME 86546",Middle_Class,832559
69091,7,7,5,32707,"Unit 8410 Box 5521
DPO AP 20914-6877",Rich,1339303
57876,3,5,4,36800,"367 Morgan Lodge Suite 363
West Laurenton, PR 70182",Middle_Class,579710
65718,4,4,4,54798,"410 Benjamin Row
West Cody, TN 04841",Middle_Class,995721
61601,5,6,2,17410,"3955 Tucker Square Apt. 923
Allenview, CO 55555-8106",Middle_Class,745523
65864,5,8,6,18092,"770 Bianca Pine Suite 492
West Brandonview, VI 71611",Rich,1004471
53230,6,10,3,27360,"71718 Barrett Ramp
Caseybury, NH 91777-4042",Rich,1311432
85683,6,5,3,26428,"25869 Albert Isle Apt. 057
Lake Victorborough, TX 80274-9001",Rich,1246936
78792,5,6,4,29578,"Unit 0248 Box 7958
DPO AA 89432-7985",Rich,1341449
63830,4,7,4,29862,"615 Hale Camp Suite 218
Josephside, ND 69787",Rich,1020336
59930,7,6,4,44095,"21153 Wayne Hills Suite 053
North Keith, FL 12086-3774",Rich,1320897
80898,5,6,4,37530,"Unit 4225 Box 8935
DPO AP 67094-7879",Rich,1443470
47904,6,8,3,33853,"Unit 3397 Box 4463
DPO AA 91280",Middle_Class,884015
71068,4,9,6,35724,"USNV Wright
FPO AA 70734-4928",Rich,1355556
67622,5,5,4,35359,"USCGC Joseph
FPO AA 84443",Middle_Class,841392
60437,5,5,2,30461,"3025 Calderon Lakes Suite 215
Sharpfort, DE 51855",Middle_Class,619664
77628,6,7,6,26257,"7836 Smith Fork
Mcintoshhaven, CT 99600",Rich,1446982
90244,6,6,4,17771,"8716 Fischer Mountains
South Frankstad, GU 09517",Super_Rich,1575680
74439,4,7,5,44079,"7729 Avila Glens Apt. 852
Butlerhaven, NH 43950-2402",Rich,1351639
80819,6,8,4,34535,"11042 Shawn Skyway
Veronicamouth, MS 91207-6056",Super_Rich,1543801
73003,5,6,4,23500,"562 Medina Heights Apt. 359
West Robertton, MA 89628-9347",Rich,1101239
66964,4,7,3,36043,"03150 Savannah Island Suite 695
Davisborough, PR 91379-3601",Rich,1034180
73617,4,7,5,29735,"112 Everett Points Suite 792
Stephaniehaven, FM 48187",Rich,1139360
68751,4,7,6,25504,"066 Brandon River Suite 915
West Brenda, VI 79772",Rich,1116351
78693,5,6,3,44210,"0608 Pamela Mews Apt. 981
Camposfort, NH 70888",Super_Rich,1526013
64317,6,6,2,22295,"464 Shelia Squares
Port Maryberg, IA 30439-2823",Rich,1020098
71939,6,8,6,40053,"2314 Jeffrey Prairie
Goodmanfort, MO 09014-1562",Super_Rich,1617072
71868,6,7,5,42187,"44216 Lawrence Branch Suite 013
West Matthew, CA 71303-7984",Super_Rich,1567482
84855,4,5,4,43119,"87336 Dorsey Union
Hillmouth, WI 61461-5466",Rich,1134273
72969,4,7,4,40262,"88392 Joyce Locks Suite 992
Lake Scottview, ME 38475-3916",Rich,1434803
68599,4,8,5,44339,"Unit 6023 Box 7633
DPO AA 46376",Rich,1234837
64644,3,6,2,45329,"3593 Smith Shores Apt. 821
Jennaville, SD 31313-9212",Middle_Class,863386
62677,6,6,2,50162,"PSC 8807, Box 1732
APO AP 16899-9076",Rich,1246410
63380,5,6,2,40217,"3499 Stuart Plains Suite 304
Aaronhaven, NE 83521",Middle_Class,932979
73515,5,7,4,35015,"064 Kristy Tunnel
Allenfurt, GU 60403",Rich,1468030
58518,5,7,4,44011,"7407 Thompson Row
Rachelton, VA 34324",Rich,1087802
60015,6,8,5,27854,"96095 Erin Meadows Apt. 708
Tracyfurt, KY 13198-2585",Rich,1260484
73724,6,5,3,33025,"USNV Byrd
FPO AA 21590",Rich,1021122
81850,6,4,2,42634,"739 Melissa Parkway
Brendanville, AR 09959",Rich,1375467
81559,4,4,2,45777,"251 Jenna Shore
Port Brianchester, MH 40145",Rich,1224792
62041,6,7,3,46069,"1500 Chen Tunnel
Port Williamburgh, NM 21980-9681",Rich,1376898
76935,5,9,6,25763,"75974 Mueller Grove
Port Brian, WA 54211",Super_Rich,1642164
70564,6,6,4,36308,"21869 Willis Flats Suite 963
Rachelberg, VI 51379",Rich,1210573
70885,7,5,4,39730,"68634 Bowman Wall Apt. 657
South Lindsaystad, AL 23019",Rich,1246595
51742,4,6,3,45458,"568 Gloria Road Suite 451
Kimfurt, WV 22760-4628",Middle_Class,812059
61830,6,6,3,37688,"70673 Christopher Mountains Apt. 785
West Mikeside, AR 76748",Rich,1054856
73582,7,5,4,36759,"004 Gilbert Rest Apt. 122
Josephtown, IA 22209-1112",Rich,1384432
73998,5,4,3,49947,"PSC 8727, Box 9505
APO AE 83389-7909",Rich,1133126
62270,5,7,5,56626,"8170 Nguyen Lakes Suite 553
Richardsland, VT 91383",Rich,1470476
61943,7,6,3,41204,"72922 Gerald Run
Bennettbury, IA 79096-0033",Rich,1326837
71108,5,8,4,39238,"1601 Smith Grove
Angiefurt, ME 26214",Rich,1441956
77485,5,6,4,33296,"2911 Fowler Fork Suite 529
North Justinfort, IA 72280",Rich,1278204
56516,5,6,2,34169,"9920 Vasquez Road
North William, VT 10512-5275",Middle_Class,803919
86129,7,6,4,43393,"1507 Jessica Brooks Suite 222
Scottberg, FL 04150",Super_Rich,1880127
70030,6,7,3,26782,"31625 Forbes Terrace Apt. 550
Masonview, WY 92231",Rich,1261715
68449,8,10,3,20145,"46215 Craig Causeway Suite 574
Joyport, DC 81001-1533",Super_Rich,1810158
69518,6,7,3,36570,"8847 Raymond Burgs Suite 427
North Richard, CT 27306-6334",Super_Rich,1527492
62911,6,6,3,39738,"7279 Gonzalez Branch
Jamesfurt, MO 42807-4704",Rich,1133084
78060,6,6,2,47151,"417 Fox Rue Suite 365
New Anitamouth, WV 41012",Super_Rich,1491145
71714,5,5,3,28294,"14889 Morrison Light
North Nicole, DC 75835-8124",Middle_Class,853142
58970,5,7,6,18991,"15561 Cameron Cliffs
South Mark, NE 53966-8240",Middle_Class,973688
89716,5,7,6,60886,"852 Olson Manor Apt. 860
North Meaganhaven, MP 22777",Super_Rich,2105991
58945,6,4,4,47225,"399 Lindsey Extension
Port Elizabethport, ME 70413",Middle_Class,948366
88090,4,7,4,55833,"912 Michael Well
Lake Taylor, AK 56349",Super_Rich,1641473
61269,4,7,6,41079,"07975 Olivia Drive Suite 412
Shelbyview, WY 49540",Rich,999369
77910,4,6,4,28126,"7319 Gray Street Apt. 003
Hamiltonshire, WI 70268",Middle_Class,983180
71500,7,5,4,33741,"1296 Elizabeth Street
North Stephen, VA 49776-7211",Rich,1439892
77049,5,5,2,19146,"10594 Lee Burgs
South Daniel, NV 82349",Middle_Class,812512
72474,6,7,3,33307,"3038 Smith Springs
Sarahville, MI 32945-5394",Rich,1304511
69866,5,6,2,48601,"0307 Delgado Neck Apt. 340
Sarahfort, SC 76572-8997",Rich,1246270
78355,5,6,4,26740,"797 Jerry Loaf
Christinabury, DE 10481-0476",Rich,1277112
76541,5,8,3,45686,"60984 Jeffrey Walk
Lake Devinport, NJ 48846-8791",Super_Rich,1734814
68779,5,7,6,18901,"649 Miller Fork Apt. 925
West Geraldside, VT 87236-9508",Middle_Class,869924
52034,6,6,2,20444,"3476 Romero Track Suite 459
Samanthaville, CO 31117",Middle_Class,961727
91937,5,6,4,19332,"61051 Richard Locks Apt. 499
South Cindyberg, WV 41881",Rich,1267150
66467,7,6,4,59258,"060 John Place Suite 221
New Susanmouth, DC 29629",Super_Rich,1820189
62399,5,6,4,29409,"1504 Michael Tunnel
Kathleenfurt, SC 35732-2763",Middle_Class,716344
63477,7,7,5,28894,"004 Jessica Rapid Apt. 549
Chelseyshire, MI 32396",Rich,1204400
67396,7,7,3,42768,"47072 Middleton Isle
Wrighttown, NE 39331",Super_Rich,1560805
80371,7,8,4,18859,"27895 Snyder Trace
Michaelstad, NM 96388",Super_Rich,1644242
64276,6,9,4,40728,"4618 Yolanda Valley Suite 686
Ashleyborough, NH 90179-9423",Super_Rich,1586312
59084,7,6,2,42955,"173 Robert Viaduct Suite 666
Duartehaven, IN 29424",Rich,1073254
55040,6,4,4,58040,"198 Jason Mall Apt. 708
Laurieside, CT 55153",Rich,1090888
77803,6,7,5,42090,"Unit 3061 Box 5285
DPO AP 84263-3820",Super_Rich,1568181
49767,6,7,4,40776,"556 Morgan Locks
Griffithton, ND 65308",Middle_Class,927978
56741,5,8,6,26252,"099 Robin Wall
North Andrea, VT 47173",Middle_Class,985006
65904,6,7,3,43800,"18209 Francis Hollow
South Mistytown, ID 70388",Super_Rich,1636414
73019,7,5,2,50931,"413 Ruiz Harbor
East Dwaynefurt, AR 67836",Super_Rich,1542488
57521,5,7,4,29113,"19677 Harris Port
Duarteberg, ME 21314",Middle_Class,806255
71486,4,6,2,41479,"1494 Jesse Square
Tracyshire, OR 66419-4633",Rich,1101341
81107,6,8,6,40936,"Unit 9428 Box 9990
DPO AE 77397",Super_Rich,1787324
72006,5,6,2,37402,"79128 David Stream Suite 581
Gibsonview, DC 25798-0052",Rich,1235593
66071,6,6,2,19935,"1029 Warner Mountain
South Danielleville, DE 93493-7910",Rich,1033626
72655,5,7,3,38039,"7824 Alexander Wells
South Michael, RI 90908",Rich,1335848
60685,6,7,6,27530,"955 Yates Spurs
Wandaborough, MS 55302",Middle_Class,943469
81044,6,6,4,38512,"6333 Courtney Mountains
South Amandashire, MA 58101",Rich,1382998
58318,6,7,4,29491,"20090 Stephanie Branch Suite 447
Amandaberg, PA 77785",Middle_Class,859208
65674,6,7,4,34492,"3159 Griffith Plains Apt. 215
West Briantown, AZ 75098",Rich,1234629
78859,5,6,3,38198,"0865 Amy Circles
East Erinburgh, VT 38076-2616",Rich,1248845
75844,5,6,4,31903,"985 Matthew Circles Apt. 923
Dannymouth, MO 92329",Rich,1108912
77615,6,6,2,36591,"0243 Banks Cove Suite 863
Williamchester, OR 45035",Rich,1466411
55988,7,6,3,55042,"Unit 7390 Box 2056
DPO AP 25324",Rich,1454035
79571,7,4,3,43601,"USNS Hoffman
FPO AE 23485",Rich,1457230
68099,4,6,2,35347,"89331 Matthew Station
East Timothyside, NE 40215-8990",Middle_Class,837540
69489,3,7,5,28389,"915 Williams Shores Suite 900
North Paula, NC 10613",Middle_Class,694472
95212,6,8,4,43890,"983 Joseph Roads
North Clintonstad, MH 00999",Super_Rich,2139725
58533,5,7,4,49321,"683 Garza Port Apt. 033
Susanview, IN 68879-6525",Rich,1285312
61875,5,6,4,35833,"213 Eaton Glen
Port Zacharymouth, IN 79205-6001",Middle_Class,975005
80422,5,7,3,51383,"5790 Linda Drive
South Kelseychester, NH 66506-0128",Super_Rich,1661435
41064,5,7,5,37600,"757 Howard Via
Lake William, NH 07208",Middle_Class,557228
68885,5,5,3,21688,"91339 Page Haven Suite 833
Vegaland, WI 86775",Middle_Class,871325
70657,7,6,2,22743,"4892 Dana Landing Apt. 954
Cathytown, NC 83325",Rich,1246485
78199,5,6,2,50241,"914 Black Roads Suite 378
Jacquelinetown, DE 52211",Super_Rich,1491153
63536,6,7,6,45842,"4370 Phillips Plain Apt. 677
Dudleyburgh, RI 34309",Super_Rich,1532682
57191,6,6,2,21518,"0551 Harris Mews Apt. 676
South Colleenstad, OK 76109",Middle_Class,646248
88733,4,7,4,32505,"5513 Ward Mission Suite 961
West Melissafort, NH 86610",Rich,1397943
46285,6,8,3,42246,"4366 Lewis Crescent Suite 780
Paynefurt, VT 65844",Rich,1153321
71799,4,7,3,33178,"PSC 9249, Box 8264
APO AE 94608",Rich,1135030
63700,6,6,2,52554,"1125 Timothy Landing Suite 089
North Michelleburgh, DE 43595-7674",Rich,1312466
61516,5,7,4,44913,"4005 Desiree Circles Apt. 228
Kristinatown, CA 37998-8425",Rich,1224001
66749,7,6,3,46553,"1630 Castillo Summit Apt. 619
East Karenborough, VA 26540-5015",Rich,1394637
85668,5,7,6,24272,"40806 Gonzalez Ports Suite 735
Richardbury, LA 07364",Rich,1218125
53562,6,4,3,17964,"441 Ryan Courts Suite 717
Gonzalesport, NV 30350",Middle_Class,266298
61134,5,6,4,49167,"696 Morales Mount
North Stephaniefurt, IL 15970-0880",Rich,1052567
70643,7,7,5,24298,"4119 Armstrong Garden Suite 396
Hawkinsville, AZ 45777",Rich,1460450
76635,5,5,3,39792,"4764 Kevin Turnpike
North Kristy, MH 98016-2735",Rich,1205377
74229,6,6,2,20042,"27781 Emily Mission Suite 338
Diazfort, SD 77874",Rich,1110394
68742,6,7,4,34008,"PSC 7604, Box 4292
APO AP 69437-0477",Rich,1218566
42245,4,7,4,53670,"1221 Moore Parkways Suite 970
South Zachary, GA 88442",Middle_Class,862865
57631,5,4,4,33884,"483 Henry Locks
Wilcoxtown, SD 27970",Middle_Class,705100
71066,4,5,2,43419,"37016 David Glens Apt. 820
North Sydneyborough, MA 23001-0912",Rich,1112194
71813,5,7,3,27307,"1566 Jesus Expressway Suite 832
Kathrynview, AK 07505",Rich,1049981
80154,7,5,4,45608,"996 Cristina Park
Marshallmouth, OK 70984",Super_Rich,1650269
71229,4,6,4,27168,"979 Amanda Mills Apt. 740
Jamesmouth, IN 33835-2971",Middle_Class,699787
65182,3,7,4,32729,"97736 Brooks Lights
Port Rhonda, PA 26349",Middle_Class,779106
65258,8,7,3,44352,"21023 Jennifer Summit
Port Brittanyburgh, PR 59046",Super_Rich,1748474
79988,5,7,4,53109,"PSC 0911, Box 4735
APO AE 04626-3158",Super_Rich,1550036
49664,4,5,3,29403,"7886 Laurie Street Suite 487
Lindsayberg, OK 30647",Middle_Class,581134
73579,7,8,5,37368,"6624 Tina Trail Apt. 796
Annaside, MN 18320-8664",Super_Rich,1537765
75865,5,6,3,30350,"27680 Kayla Garden Apt. 502
Lake Amytown, VT 21723-8240",Middle_Class,975054
78048,4,6,4,28727,"393 Mark Crescent Apt. 318
Sullivanmouth, MT 91498",Middle_Class,990725
69446,6,7,3,22578,"4123 Debbie Plain
Juliatown, NE 39004",Rich,1092843
73005,4,7,3,36706,"6320 Christopher Spur
Sergioborough, MA 62426-1311",Rich,1217309
78146,7,6,3,30040,"366 Olson Courts
Wongton, GU 39226",Super_Rich,1622261
64042,6,8,4,21350,"53458 Daniel Locks Apt. 694
Flemingburgh, HI 86115-0628",Rich,1288490
96899,4,6,3,50292,"69814 Parrish Lock
East Micheal, SC 69549",Super_Rich,1697281
75059,5,8,6,18699,"98184 Susan Bridge
Aaronchester, MD 67130",Rich,1242316
97076,5,6,2,39915,"20831 Heather Common Suite 998
Lake Elizabeth, MS 95665-3322",Super_Rich,1969194
75250,6,6,4,34098,"36847 George Turnpike Apt. 614
Wardside, FL 81978-4911",Rich,1418723
61099,5,6,4,33249,"6096 Mack Circles Apt. 436
Diazchester, IA 07399",Middle_Class,744450
43401,7,6,3,24589,"67815 Hunt View Apt. 776
West Melaniefort, CO 84268-8523",Middle_Class,736817
76228,6,8,5,46694,"86237 Cynthia Ranch
Aprilton, GA 79580-2787",Super_Rich,1820595
70698,4,6,3,26598,"202 Cody Club
Lake Ruben, SD 83426",Middle_Class,799191
58719,6,7,4,44957,"96658 Virginia Village Apt. 406
Melissaton, VT 79035-8774",Rich,1296240
73237,7,6,2,33995,"5160 Anderson Forks Suite 782
North Emily, VA 86170-3249",Rich,1341722
50817,4,7,5,34818,"76188 Whitney Landing Apt. 911
East Shaneburgh, MT 56173-8113",Middle_Class,771002
60297,6,7,6,33621,"777 Heather Station
New Danielborough, ME 21280",Rich,1243748
63558,6,7,4,37969,"48129 Collier Prairie
Bridgesstad, SD 33921",Rich,1138036
68704,4,7,3,40183,"18094 Walker River
Matthewmouth, IN 75818-3834",Rich,1020145
72994,6,6,3,40449,"673 Gibson Circles Suite 962
South Andrew, FL 87783-2655",Super_Rich,1507035
53847,5,6,4,23852,"7639 Alexandra Way Apt. 400
Mooneystad, ID 09802",Middle_Class,569876
62992,5,7,3,23116,"07743 Michael Glens Suite 132
Lake Gabrielashire, NE 68478",Middle_Class,867311
83004,4,6,4,44194,"297 Reynolds Greens Apt. 163
Jonathanstad, FL 82710",Rich,1325354
73699,8,7,5,34445,"18880 Ramos Loop
Matthewborough, FL 68043",Super_Rich,1710966
44834,6,6,4,40784,"24988 Roach Pines
North Allisontown, PR 01335",Middle_Class,757469
69495,5,9,3,36248,"73212 Diane Camp
Lake Maria, MO 55537-5224",Rich,1450786
72581,4,6,2,26765,"844 Charles Stream
Samuelview, NJ 14509-7731",Rich,1004340
76908,4,8,3,57322,"0534 Palmer Canyon Suite 267
Tiffanymouth, NH 63798-5081",Super_Rich,1957984
70658,6,7,6,32688,"402 Ortiz Shoals Suite 053
East Deannaview, OH 88507-7776",Rich,1262187
72405,4,5,2,32748,"41617 Nicholas Ferry Suite 806
Perkinschester, VA 33951",Middle_Class,718187
62893,5,7,4,35593,"0454 Brianna Radial
Christopherhaven, MH 84564",Rich,1271518
76626,7,6,2,20782,"884 French Mountains
New Austinton, UT 96635-9122",Rich,1333995
67781,6,7,4,43570,"473 Martinez Manors Apt. 711
North Robertchester, FL 17689-6624",Rich,1424389
74004,6,5,3,25909,"961 Benjamin Village Suite 910
Coxfurt, VA 54297",Rich,1078577
62006,5,8,4,53450,"7107 Nathan Neck Apt. 835
Jeremyside, DE 56708",Super_Rich,1536899
66698,5,6,4,40558,"327 Michael River
Harringtonbury, TN 48100-3204",Rich,1165875
74562,5,8,6,18597,"76830 William Spur
North Dennisborough, NJ 77736-3759",Rich,1165877
67715,4,6,4,38555,"254 Silva Coves
Jorgetown, PA 58403-1657",Rich,1099917
49055,7,9,4,26841,"Unit 3354 Box 0509
DPO AA 43248",Rich,1244630
66484,5,6,3,28002,"483 Choi Falls Suite 958
South David, UT 15496",Middle_Class,873509
72899,5,6,4,39311,"039 Riley Divide
North Seanmouth, AK 27303-1827",Rich,1270928
